subway_station_code,subway_station_name,line,external_code,cyber_station,x_coordinate,y_coordinate,x_xgs,y_xgs
2717,하계,7,715,2717,514942.0,1148310.0,37.636352,127.06799
2720,먹골,7,718,2720,516982.0,1141245.0,37.610637,127.077725
2721,중화,7,719,2721,517345.0,1138885.0,37.602545,127.079264
2722,상봉,7,720,2722,518665.0,1137145.0,37.596362,127.08503200000001
1202,상봉,K,K120,2722,518665.0,1137145.0,37.596362,127.08503200000001
1309,상봉,G,P120,2722,518665.0,1137145.0,37.596362,127.08503200000001
2723,면목,7,721,2723,519095.0,1135127.0,37.588578999999996,127.087503
2724,사가정,7,722,2724,519355.0,1132955.0,37.580894,127.08847800000001
2725,용마산,7,723,2725,519027.0,1131010.0,37.573646999999994,127.086727
2726,중곡,7,724,2726,518432.0,1128785.0,37.565923,127.08431999999999
2728,어린이대공원,7,726,2728,516326.0,1123811.0,37.548014,127.07465800000001
2730,뚝섬유원지,7,728,2730,514630.0,1119362.0,37.53154,127.066704
2731,청담,7,729,2731,511695.0,1115877.0,37.519365,127.05335
1849,강남구청,B,K213,2732,508965.0,1115207.0,37.517185999999995,127.04128
2732,강남구청,7,730,2732,508965.0,1115207.0,37.517185999999995,127.04128
2733,학동,7,731,2733,506875.0,1114372.0,37.514229,127.03165600000001
2734,논현,7,732,2734,504607.0,1113585.0,37.511093,127.02141499999999
2735,반포,7,733,2735,502410.0,1112792.0,37.508178,127.01172700000001
2737,내방,7,735,2737,498380.0,1107067.0,37.487618,126.993513
2739,남성,7,737,2739,493425.0,1106212.0,37.484596,126.971251
2740,숭실대입구,7,738,2740,489665.0,1109427.0,37.496029,126.953822
2742,장승배기,7,740,2742,486295.0,1111810.0,37.504898,126.93915
2743,신대방삼거리,7,741,2743,483905.0,1110495.0,37.499701,126.928276
2744,보라매,7,742,2744,482252.0,1110542.0,37.499871999999996,126.920428
2745,신풍,7,743,2745,479802.0,1110590.0,37.50008,126.90993
2747,남구로,7,745,2747,474900.0,1106587.0,37.486056,126.887249
2749,철산,7,747,2749,470762.0,1103950.0,37.47605,126.867911
2750,광명사거리,7,748,2750,467782.0,1104757.0,37.479252,126.854876
2751,천왕,7,749,2751,464220.0,1106935.0,37.486637,126.83871299999998
2753,까치울,7,751,2753,458020.0,1112272.0,37.506207,126.81093899999999
2754,부천종합운동장,7,752,2754,455120.0,1111972.0,37.50538,126.79733700000001
2755,춘의,7,753,2755,452720.0,1111572.0,37.503663,126.78703600000001
2756,신중동,7,754,2756,450320.0,1111472.0,37.503048,126.77596000000001
2757,부천시청,7,755,2757,447620.0,1111872.0,37.504630999999996,126.76353799999998
2758,상동,7,756,2758,445320.0,1112172.0,37.505781,126.753083
2759,삼산체육관,7,757,2759,442720.0,1112472.0,37.506411,126.742153
2760,굴포천,7,758,2760,440720.0,1112472.0,37.506997,126.73128
2811,암사,8,810,2811,528032.0,1124410.0,37.55021,127.12756200000001
2813,강동구청,8,812,2813,526464.0,1118973.0,37.530341,127.120508
2814,몽촌토성,8,813,2814,524665.0,1115335.0,37.517409,127.11235900000001
2816,석촌,8,815,2816,523577.0,1112057.0,37.505431,127.10697900000001
2817,송파,8,816,2817,524542.0,1110377.0,37.499703000000004,127.112183
2818,가락시장,8,817,2818,525992.0,1108579.0,37.492521999999994,127.11823400000002
340,가락시장,3,350,2818,525992.0,1108579.0,37.492521999999994,127.11823400000002
2819,문정,8,818,2819,526900.0,1106552.0,37.485855,127.1225
2820,장지,8,819,2820,527750.0,1104572.0,37.478703,127.12619099999999
2822,산성,8,821,2822,532892.0,1098445.0,37.457122,127.14990800000001
2823,남한산성입구,8,822,2823,535225.0,1097102.0,37.451535,127.15981599999999
2824,단대오거리,8,823,2824,534430.0,1095327.0,37.445209999999996,127.156866
2825,신흥,8,824,2825,532420.0,1094155.0,37.440917999999996,127.14756399999999
2826,수진,8,825,2826,530897.0,1093162.0,37.437428000000004,127.140722
4208,계양,A,A06,3110,441522.0,1130440.0,37.571462,126.73563700000001
3110,계양,I,I110,3110,441522.0,1130440.0,37.571462,126.73563700000001
3111,귤현,I,I111,3111,442922.0,1128840.0,37.566379,126.742654
3113,임학,I,I113,3113,442125.0,1123022.0,37.545059,126.738665
3114,계산,I,I114,3114,439762.0,1122675.0,37.543238,126.728128
3115,경인교대입구,I,I115,3115,438555.0,1121145.0,37.538157,126.722597
3116,작전,I,I116,3116,438570.0,1119005.0,37.530415000000005,126.722527
3117,갈산,I,I117,3117,438274.0,1115301.0,37.517268,126.72151399999998
3118,부평구청,I,I118,3118,438020.0,1112972.0,37.508336,126.720548
2761,부평구청,7,759,3118,438020.0,1112972.0,37.508336,126.720548
3119,부평시장,I,I119,3119,438337.0,1110062.0,37.498383000000004,126.72224399999999
3121,동수,I,I121,3121,437695.0,1106492.0,37.485312,126.71824699999999
3122,부평삼거리,I,I122,3122,435765.0,1104420.0,37.477678999999995,126.71020800000001
3123,간석오거리,I,I123,3123,435212.0,1101395.0,37.467048,126.70793799999998
3221,인천시청,I2,I221,3124,433955.0,1098822.0,37.457405,126.702221
3124,인천시청,I,I124,3124,433955.0,1098822.0,37.457405,126.702221
3125,예술회관,I,I125,3125,433617.0,1096297.0,37.449396,126.701012
3126,인천터미널,I,I126,3126,433307.0,1094520.0,37.442383,126.699706
3127,문학경기장,I,I127,3127,433030.0,1092422.0,37.434934999999996,126.69857900000001
3128,선학,I,I128,3128,433222.0,1090365.0,37.426684,126.69886299999999
3129,신연수,I,I129,3129,432092.0,1087825.0,37.418040000000005,126.693863
3130,원인재,I,I130,3130,430747.0,1086298.0,37.412603000000004,126.687389
1884,원인재,SU,K257,3130,430747.0,1086298.0,37.412603000000004,126.687389
3131,동춘,I,I131,3131,429241.0,1084081.0,37.404737,126.68101499999999
3132,동막,I,I132,3132,427474.0,1082340.0,37.397878000000006,126.67400500000001
3133,캠퍼스타운,I,I133,3133,425000.0,1079640.0,37.387855,126.661673
3134,테크노파크,I,I134,3134,423720.0,1077970.0,37.382267999999996,126.656365
3135,지식정보단지,I,I135,3135,421500.0,1076640.0,37.378384000000004,126.645168
3136,인천대입구,I,I136,3136,420000.0,1079040.0,37.386007,126.63948400000001
3201,검단오류,I2,I201,3201,,,37.594877000000004,126.627178
3202,왕길,I2,I202,3202,,,37.59518,126.642696
3203,검단사거리,I2,I203,3203,,,37.60185,126.65710800000001
3204,마전,I2,I204,3204,,,37.597566,126.66699799999999
3206,독정,I2,I206,3206,,,37.585212,126.675844
3208,검바위,I2,I208,3208,,,37.561405,126.67756599999998
3209,아시아드경기장,I2,I209,3209,,,37.5517,126.677122
3210,서구청,I2,I210,3210,,,37.543742,126.676787
3211,가정,I2,I211,3211,,,37.524649,126.67553899999999
3212,가정중앙시장,I2,I212,3212,,,37.517053999999995,126.676672
3213,석남,I2,I213,3213,,,37.506192999999996,126.676203
3214,서부여성회관,I2,I214,3214,,,37.506192999999996,126.676203
3215,인천가좌,I2,I215,3215,,,37.4897,126.67520800000001
3216,가재울,I2,I216,3216,,,37.484192,126.683673
3217,주안국가산단,I2,I217,3217,,,37.473703,126.68113000000001
3219,시민공원,I2,I219,3219,,,37.458335,126.681192
3222,석천사거리,I2,I222,3222,,,37.456804999999996,126.70998600000001
3223,모래내시장,I2,I223,3223,,,37.45583,126.719298
3224,만수,I2,I224,3224,,,37.454910999999996,126.73209399999999
3225,남동구청,I2,I225,3225,,,37.448161,126.73693899999999
3226,인천대공원,I2,I226,3226,,,37.448769,126.752618
3227,운연,I2,I227,3227,,,37.440127000000004,126.75997
4101,개화,9,901,4101,455020.0,1132300.0,37.578608,126.798153
4103,공항시장,9,903,4103,458100.0,1128200.0,37.563726,126.810678
4104,신방화,9,904,4104,459400.0,1129200.0,37.567532,126.816601
4105,마곡나루,9,905,4105,461700.0,1129100.0,37.567336,126.829497
4106,양천향교,9,906,4106,464880.0,1129370.0,37.568381,126.841333
4107,가양,9,907,4107,467700.0,1127500.0,37.561391,126.854456
4108,증미,9,908,4108,469000.0,1126600.0,37.557402,126.86193899999999
4109,등촌,9,909,4109,470000.0,1124700.0,37.550632,126.86568899999999
4110,염창,9,910,4110,472150.0,1123550.0,37.546935999999995,126.87491599999998
4111,신목동,9,911,4111,474030.0,1122700.0,37.544277,126.88308
4112,선유도,9,912,4112,476232.0,1121000.0,37.53802,126.893525
4114,국회의사당,9,914,4114,481632.0,1118278.0,37.528105,126.917874
4116,샛강,9,916,4116,483932.0,1115178.0,37.517274,126.928422
4118,노들,9,918,4118,489532.0,1114078.0,37.512887,126.953222
4119,흑석,9,919,4119,491832.0,1112978.0,37.50877,126.96370800000001
4121,구반포,9,921,4121,497032.0,1110978.0,37.501364,126.98733200000001
4122,신반포,9,922,4122,499032.0,1111478.0,37.503415000000004,126.995925
4124,사평,9,924,4124,503232.0,1111740.0,37.504205999999996,127.01525900000001
4125,신논현,9,925,4125,505392.0,1111790.0,37.504598,127.02506000000001
4126,언주,9,926,4126,507392.0,1112490.0,37.507287,127.033868
4128,삼성중앙,9,928,4128,511392.0,1113890.0,37.513011,127.05328200000001
4129,봉은사,9,929,4129,513192.0,1114390.0,37.514219,127.060245
3207,검암,I2,I207,4209,427682.0,1129830.0,37.569103999999996,126.673728
4209,검암,A,A07,4209,427682.0,1129830.0,37.569103999999996,126.673728
4210,청라국제도시,A,A071,4210,416682.0,1126230.0,37.555878,126.625327
4211,운서,A,A08,4211,387922.0,1108780.0,37.492903999999996,126.49378999999999
4212,공항화물청사,A,A09,4212,384282.0,1099430.0,37.458366,126.47624099999999
4213,인천국제공항,A,A10,4213,378682.0,1096230.0,37.447464000000004,126.45250800000001
4217,영종,A,A072,4217,387922.0,1108780.0,37.511466,126.5237
4309,양재시민의숲,S,D9,4309,508350.0,1102150.0,37.470023,127.03842
4511,김량장,E,Y119,4511,543900.0,1037700.0,37.237246999999996,127.19878100000001
4512,운동장?송담대,E,Y120,4512,546300.0,1037800.0,37.237845,127.209198
4513,고진,E,Y121,4513,547400.0,1039700.0,37.24484,127.214251
4514,보평,E,Y123,4514,548400.0,1043700.0,37.258965,127.218457
4515,둔전,E,Y125,4515,547400.0,1045900.0,37.267051,127.21363999999998
4517,전대?에버랜드,E,Y126,4517,548800.0,1051000.0,37.285342,127.21956100000001
4601,발곡,U,U110,4601,511590.0,1173570.0,37.727047999999996,127.052803
4603,범골,U,U112,4603,509590.0,1174070.0,37.728755,127.04353
4604,경전철의정부,U,U113,4604,509590.0,1176320.0,37.737202,127.04325700000001
4605,의정부시청,U,U114,4605,507590.0,1176820.0,37.739256,127.03478100000001
4606,흥선,U,U115,4606,508090.0,1177950.0,37.743302,127.037023
4607,의정부중앙,U,U117,4607,510990.0,1178050.0,37.743676,127.04956499999999
4608,동오,U,U118,4608,512490.0,1178550.0,37.745271,127.056947
4609,새말,U,U119,4609,513990.0,1179480.0,37.748884999999994,127.06362
4610,경기도청북부청사,U,U120,4610,515700.0,1180050.0,37.75059,127.071495
4611,효자,U,U121,4611,517000.0,1180930.0,37.754025,127.076902
4612,곤제,U,U122,4612,518200.0,1179980.0,37.750471000000005,127.08371499999998
4613,어룡,U,U123,4613,518600.0,1177780.0,37.742802000000005,127.085035
4614,송산,U,U124,4614,519100.0,1176280.0,37.737279,127.08715900000001
4702,솔밭공원,UI,942,4702,,,,
4706,삼양,UI,946,4706,,,,
4707,삼양사거리,UI,947,4707,,,,
4708,솔샘,UI,948,4708,,,,
4709,북한산보국문,UI,949,4709,,,,
4710,정릉,UI,950,4710,,,,
4311,판교,S,D11,4311,524500.0,1081300.0,37.394760999999995,127.111217
1501,판교,KK,K410,4311,524500.0,1081300.0,37.394760999999995,127.111217
4314,동천,S,D14,4314,,,37.337928000000005,127.102976
4315,수지구청,S,D15,4315,,,37.322702,127.095026
4316,성복,S,D16,4316,,,37.313334999999995,127.0801
4317,상현,S,D17,4317,,,37.297664000000005,127.06934199999999
4318,광교중앙,S,D18,4318,,,37.288616999999995,127.051478
4319,광교,S,D19,4319,,,37.30211,127.04448300000001
4502,강남대,E,Y111,4502,527800.0,1046600.0,37.270161,127.126033
4503,지석,E,Y112,4503,530200.0,1046500.0,37.269606,127.13651499999999
4504,어정,E,Y113,4504,531700.0,1048000.0,37.274916999999995,127.14371399999999
4505,동백,E,Y114,4505,533700.0,1046500.0,37.269042999999996,127.152716
4506,초당,E,Y115,4506,535500.0,1044100.0,37.260752000000004,127.159443
4508,삼가,E,Y116,4508,537300.0,1039000.0,37.242115000000005,127.168075
4509,시청?용인대,E,Y117,4509,539500.0,1038300.0,37.239151,127.17840600000001
4510,명지대,E,Y118,4510,542100.0,1037900.0,37.237964,127.190294
